,song_id,input,reference,sm_baseline_output,sm_finetuned_output,lg_baseline_output,lg_finetuned_output
305,3698728,"Same story, different page
Same wounds, different pain
Same brain, different name
Pocket knife to a razor blade
Everything is just a matter of perspective
Matter of fact, let me take a crack at how you think by guessing
You would consider litter as the work of the illiterate
And yet we use this as a form of punishment for convicts",Trash men and clean up crews,"same story, different page Same wounds, different pain Same brain, different name Pocket knife to",And yet we use this as a form of punishment for convicts,"littering is a form of punishment for convicts, says adam s",And yet we use this as a form of punishment for convicts
306,5756613,"You smile when I pull up
Tell your friends to hold up
You want it when I pull out
Shawty, this is showdown
Making love, just slow down
We should hit the road now
Take me to the stars
I’m taking you this far",Found you in the dark,you smile when I pull up Tell your friends to hold up You want it when I pull out Shaw,I’m taking you this far,shawty snyder's new single is out now . he,I’m taking you this far
307,6991963,"I got Transilvanian Hunger and you're looking like a snack
I'ma fill your head with lead, step on your neck and make it snap
Throw your body in the church, turn around and strike a match
Watch the place go up in flames, like a Blaze in the Northern Sky
I got Transilvanian Hunger and you're looking like a snack
I'ma fill your head with lead, step on your neck and make it snap
Throw your body in the church, turn around and strike a match
Watch the place go up in flames, like a Blaze in the Northern Sky","Your head stuck in the murk, I got all the shit you lack",I got Transilvanian Hunger and you're looking like a snack I'ma fill your,I got Transilvanian Hunger and you're looking like a snack,i got Transilvanian hunger and you're looking like a snack i'ma,I got Transilvanian Hunger and you're looking for a snack
308,3154488,"I let somebody in, and then it killed me
Sometimes I hate that I always feel things
'Cause everything I care for is always leaving
Me and my heart need to have a meeting, look
Fighting all the demons that are living in my mind
Can't be looking back, when you leave it all behind
""Coulda, woulda, shoulda,"" yeah, I hear it all the time
I got so much to say, but all I say is, ""Nevermind""",So let me let you in for a couple of minutes,"""nevermind"" is a demon . it's a demon","I'm a fucker, a fucker,","""i let somebody in, and then it killed me"" ""coulda, woulda","""Coulda, woulda, shoulda,"" yeah, I"
309,7084165,"Welcome
Take the message to the core
I'm appalled from the score
Messages that I ignore
Make me the villain of my own
Who needs the role model when you wanna break the mold
I'm told that that's not good option though
Why should I follow what people have done before","I wanna be original, be a role model of my own",Welcome Take the message to the core I'm appalled from the score Messages that,Why should I follow what people have done before,welcome take the message to the core i'm appalled from the score Messages,"I'm not a follower, I'm not a"
310,6036893,"You know...
Maybe things aren't so bad...
I’m here, I got the nice ocean breeze
Alone with my thoughts
Why do you think I hate you?
Why do you think I resent you?
No, sweetie, no, I don't hate you
No, baby, no, I don't resent you",Why do you think I hate you?,"no, sweetie, no, I don't hate you No, baby, no,","No, sweetie, no, I don't hate you","i don't hate you, i don't resent you, i","No, sweetie, no, I don't hate you"
311,6407452,"I give dem blood fiyah, chale, I'm dangerous like I'm Django
Nighttime, all my villains dem creeping
Pagans lurking, they deceiving
I keep my shotti pon the left-hand side
Just in case mi affi go and pull a drive-by
Make I keep my shotti pon a left-hand side
Make I, on a left side
Make I keep a shotti pon a left-hand side",Just in case mi pull up on a drive-by,make I keep a shotti pon a left-hand side Make I keep,Just in case mi affi go and pull a drive-by,"i give dem blood fiyah, chale, i'm dangerous like i",Just in case mi affi go and pull-by
312,5900946,"I can't fuckin' read bitch you know I can't read
(He can't read, he can't read, yeah he can't read)
I can't fuckin' read bitch you know I can't read
(He can't read, he can't read, yeah he can't read)
Yeah you think I can read, no bitch I can't
(He can't read, he can't read, he can't read)
I can't read, bitch I can't read yeah
(He can't read, he can't read, he can't read)",I can't fuckin' read bitch you know I can't read,I can't fuckin' read bitch you know I can't read,"Yeah you think I can read, no bitch",I can't fuckin' read bitch you know I can't read (,"Yeah you think I can read, no bitch I can't read"
313,4345086,"Try to fuck my bitch? You end up in the friend zone
You watch ya mouth or we gon' run up in ya dental
Tongue all in ya bitch because my taste expensive
King Kawizzle bout to pull up in the Benzo
Try to fuck my bitch? You end up in the friend zone
You watch ya mouth or we gon’ run up in ya dental
Tongue all in ya bitch because my taste expensive
King Kawizzle bout to pull up in the Benzo","Niggas talking shit though, lazy flow Kawizzle",you end up in the friend zone You watch ya mouth or we gon' run up in ya dental Tongue all in y,Try to fuck my bitch?,try to fuck my bitch? you end up in the friend zone . my taste expensive king kawizzle bout to pull,Try to fuck my bitch? You end up in the friend
314,4667536,"Hey, Quali
I've sewn myself together, but I'm falling apart
I've shut myself away from you, so you can't see my heart
My name always in your mouth, well, I guess I am too
I'm a black cat, shawty, only want the Grey Goose
If you hate change, why you just want something brand new?
She a bad bitch so I fly her out to Cancún
Oh whoa, heart broken, I'm so outspoken","First date, shawty, why you want my hands choking?","shawty, shawty, only want the Grey Goose If you hate change,","I'm a black cat, shawty, only want the","shawty is a black cat, only want the grey goose . shawt","I'm a black cat, shawty, only want"
315,5863935,"Yeah
Shawty fucking for the right price
If she bad, she gon' treat me for the night, like
I got millions on me, baby, what's your life like?
Got your bitch up in my DMs for the right price, right price
In the R8 slimed up switchin' lanes
She said, ""Where you at, daddy?"" I'm on Biscayne
""Oh my God, Ronny,"" she tatted up the name",Everything changed every since the fame,"""Where you at, daddy?"" she said, ""Oh my God, Ronny""","She said, ""Where you at, daddy?""","shawty fucking for the right price, right price . she gon","She said, ""I'm a shit, I'"
316,2862137,"{Intro]
Dem boys from Arkansas
Yeah you know they Raw
Yah!..
Woooo!
(Hook)
Dem boys from Arkansas
Yeah you know they raw",Like a Monday,Dem boys from Arkansas Yeah you know they Raw Yah! (Hook) Dem boys from Arkansas,Yah!.. Woooo! (Hook),Dem boys from Arkansas yeah you know they raw yah!.. woooo!,Yah!.. Woooo!
317,1146,"From the South, I got the diamonds in my mouth (Yeah)
From the—, from the South, I got the diamonds in my mouth (Screwed up clique)
From the South, I got the diamonds in my mouth
From the—, from the South (That's how we do it down South)
I got the diamonds in my mouth
Hold up a minute, I'm the King of the Ghetto
Holding the rap game, like wood grain can't let go
You niggas'll never see me, I'm on another level","Stay ready to dig a grave, keep a gun and a shovel","from the south, I got the diamonds in my mouth Hold up a minute . from","You niggas'll never see me, I'm on another","the king of the ghetto raps: ""i'm the","From the South, I got the diamonds in my mouth (Ye"
318,5335535,"Ay Craven
Yeah man, this shit is gorgeous right here
It's glorious, it's the perfect backdrop
Let me paint this scene for y'all
Shit is gory, man
Yeah (I'm tellin' y'all man)
Look, look, let's get it
Look, first time I seen a face explode was about eight years old (true)",My mama prayed so she can save my soul (our Father),"this shit is gorgeous right here It's glorious, it's the perfect backdrop Let","Yeah, I'm tellin' y'all man",Ay craven paints a scene for y'all . first time,"Look, look, look, let's get it"
319,213824,"Ya'll know the business man
Ya'll gon' have to pay all her motherfucking bills nigga, cash
Ya, I see that new bentley truck nigga you gon' have to buy that shit nigga
Uh huh, ya it does cost a lot motherfucka
But she worth it, know the business nigga
The realest trippy chick nigga
Hey, yo, Chev, tell these bammers we the best for real
Ay, yo, Juice point out the next bitch for me to kill","Kill mo', whats the deal though","nigga Hey, yo, Chev, tell these bammers we the",You gon' have to pay all her motherfucking bills,"the realest trippy chick nigga nigga nigga,","Ya, yo, Juice point out the next bitch for"
320,6383555,"Lyrics from Snippet
Bitch I'm with the gang, we a army of niggas
We got young niggas, we a fucking militia
Kill your brother and tie up your sister
I'm with the KKK today (Uh-huh)
I'm finna' go out and catch me a nigga",Dump your body in the lake,"we got young niggas, we a fucking militia Kill your brother and tie",I'm finna' go out and catch me a,Lyrics from snippet bitch i'm with the,I'm finna' go out and catch me a
321,6516429,"I want Louis V just like a rich boy (rich boy)
Chain around my neck and on my wrist boy (wrist boy)
Don't go bite your swag now
Boy you just a decoy
I'm a skinny dude but my style on steroids (yeah)
Yeah my style on steroids (yeah)
Yeah my style on steroids
I can't fuck with lames nah",Boy you gon' get destroyed,I want Louis V just like a rich boy (rich boy) Chain around my neck and on,Yeah my style on steroids (yeah),I want louis v just like a rich boy (rich boy) chain around my neck,I'm a skinny dude but my style on steroids (y
