,song_id,input,reference,sm_baseline_output,sm_finetuned_output,lg_baseline_output,lg_finetuned_output
298,6885413,"Yeah
(Ayy, J.K) If you ain't looking for the checkmate, you ain't thinking right
Ayy, ayy, ayy, ShittyBoyz
If you ain't looking for the checkmate, you ain't thinking right
Every move you take be an L, you must be the knight
Why you put that chain on if you ain't even freeze the ice?
If you don't treat me like a king, bitch, I'ma leave tonight
Off-White with the arrows, I don't do that Aéropostale",Why the fuck your whip so slow? Is you scared of throttle?,"if you ain't looking for the checkmate, you ain't","If you don't treat me like a king, bitch, I don","if you ain't looking for the checkmate, you ain't","If you ain't trying to get a checkmate,"
299,93330,"Woke up yawning from a sour nap
Slept for a hour and I'm proud of that
Hit my nigga Kwon, he inside the trap
Told him I'm on my way, get the slime from Mac
Hit the shower and recite a rap
Throw on some get fresh, outie in a hour flat
Big boy mom, smelling like a sour pack
Kryptonite, ask Superman if he want his powers back",Around the scratch like I got a itch,"Hit my nigga Kwon, smelling like a sour pack K","I'm a nigga, I'm a","nigga kwon inside the trap, told him I'm on my way","I'm a nigga, I'm a"
300,2852105,"Since the Aug Incident
All the naturals have been more insolent
So bring your instruments
Let's make this shindig a bit more intimate
Ask Icarus, the gods are sick of us
Making a new rib from dust
The Lord made man in His own image
And this visage isn't really how He pictured us",Stars shine over the apartheid of our time,the gods are sick of us Making a new rib from dust The Lord made man in,"I'll be with you, I'll be with you, I",since the august incident all the naturals have been more insolent So bring your instruments .,"So if you're a musician, bring it on"
301,2016787,"I was designed to spin you the finest tracks
I’m thin, my skin is a shiny black
Yeah, I am wax
I hibernate in my crate and I relax…
Waiting for the perfect life
For my band to sell me as merchandise
Fourty fans wait for me in line
I ain’t even been heard but I’ve already been signed","Off I go, I’m so so lucky","I was designed to spin you the finest tracks I’m thin, my skin is a shiny",I’ve been a fan of the band that screamed,new album 'i am wax' was released in the uk on january 25,I ain’t even been heard but I’ve already been
302,215917,"""They are a Brandon group called Fresh Fresh.""
""Brandon's next band is going to make millions and millions of dollars as...Farm Fresh.""
""As you can see...Farm Fresh isn't dead. They're on hiatus
""Ladies and gentlemen. Farm Fresh.""
""Let's take it back to the beat box""
""Aw, man auditions are over today alright? You gotta come back next week, alright?""
""Let's take it back to the beat box""
{x2}",Guess who's on the beat box {X4},"""Let's take it back to the beat box,"" ""Ladies and gentlemen.","""Aw, man auditions are over today, alright?""","""as you can see...Farm fresh isn't dead. they're on",x2
303,3203339,"She my wet dream..
Oh, wet dream..
My wet dream
She's my wet...
Deep, wet, dark
Deep, wet, dark
Deep, wet, dark
Deep, wet, dark","Deep, wet, dark","my wet dream She's my wet... Deep, wet, dark Deep, we","Deep, wet, dark","deep, wet, dark deep, wet, dark Deep, wet, dark Deep,","Deep, wet, dark"
304,6342471,"Mama your son is a genius
I excel all my endeavors
Now am attracting divas
No need to pay promoters
Every link I promote it
These critics can't demote it
I skipped college and read books on personal development
Taught myself every aspect I needed for improvement",Fuck liabilities I spend my money on assets,Mama your son is a genius I excel all my endeavors Now am attracting divas No,I couldn't make a mistake,"mama, your son is a genius i excel all my endeavors now am attracting di","I'm a nigga, wanna be a"
305,3698728,"Same story, different page
Same wounds, different pain
Same brain, different name
Pocket knife to a razor blade
Everything is just a matter of perspective
Matter of fact, let me take a crack at how you think by guessing
You would consider litter as the work of the illiterate
And yet we use this as a form of punishment for convicts",Trash men and clean up crews,"Same story, different page Same wounds, different pain Same brain, different name Pocket knife to",And yet we use this as a form of punishment for convicts,litter is the work of the illiterate yet we use it as a form of punishment,You would consider litter as the work of the illiterate
306,5756613,"You smile when I pull up
Tell your friends to hold up
You want it when I pull out
Shawty, this is showdown
Making love, just slow down
We should hit the road now
Take me to the stars
I’m taking you this far",Found you in the dark,You smile when I pull up Tell your friends to hold up You want it when I pull out Shaw,I’m taking you this far,shawty savage's new single is called showdown . the,I’m taking you this far
307,6991963,"I got Transilvanian Hunger and you're looking like a snack
I'ma fill your head with lead, step on your neck and make it snap
Throw your body in the church, turn around and strike a match
Watch the place go up in flames, like a Blaze in the Northern Sky
I got Transilvanian Hunger and you're looking like a snack
I'ma fill your head with lead, step on your neck and make it snap
Throw your body in the church, turn around and strike a match
Watch the place go up in flames, like a Blaze in the Northern Sky","Your head stuck in the murk, I got all the shit you lack",I got Transilvanian Hunger and you're looking like a snack I'ma fill your,I got Transilvanian Hunger and you're looking like a snack,i got Transilvanian hunger and you're looking like a snack i'ma,'Cause you ain't never gonna get
308,3154488,"I let somebody in, and then it killed me
Sometimes I hate that I always feel things
'Cause everything I care for is always leaving
Me and my heart need to have a meeting, look
Fighting all the demons that are living in my mind
Can't be looking back, when you leave it all behind
""Coulda, woulda, shoulda,"" yeah, I hear it all the time
I got so much to say, but all I say is, ""Nevermind""",So let me let you in for a couple of minutes,"""nevermind"" is the only way of fighting demons . ""nevermind","I don't know what to say, but I know what to say","""i let somebody in, and then it killed me,"" he says . ""every",It's just a matter of time
309,7084165,"Welcome
Take the message to the core
I'm appalled from the score
Messages that I ignore
Make me the villain of my own
Who needs the role model when you wanna break the mold
I'm told that that's not good option though
Why should I follow what people have done before","I wanna be original, be a role model of my own",Messages that I ignore Make me the villain of my own Who needs the role model when you,But I don't know what it's like,welcome take the message to the core i'm appalled from the score Messages,I'm the villain of my own
310,6036893,"You know...
Maybe things aren't so bad...
I’m here, I got the nice ocean breeze
Alone with my thoughts
Why do you think I hate you?
Why do you think I resent you?
No, sweetie, no, I don't hate you
No, baby, no, I don't resent you",Why do you think I hate you?,"no, sweetie, no, I don't hate you No, baby, no,",You know... Maybe things aren't so bad...,"i don't hate you, i don't resent you i don","No, sweetie, no, I don't hate you"
311,6407452,"I give dem blood fiyah, chale, I'm dangerous like I'm Django
Nighttime, all my villains dem creeping
Pagans lurking, they deceiving
I keep my shotti pon the left-hand side
Just in case mi affi go and pull a drive-by
Make I keep my shotti pon a left-hand side
Make I, on a left side
Make I keep a shotti pon a left-hand side",Just in case mi pull up on a drive-by,make I keep a shotti pon a left-hand side Make I keep,"Make I, on a left side","chale, i'm dangerous like i'm django nighttime",Make I keep my shotti pon a left-hand side
312,5900946,"I can't fuckin' read bitch you know I can't read
(He can't read, he can't read, yeah he can't read)
I can't fuckin' read bitch you know I can't read
(He can't read, he can't read, yeah he can't read)
Yeah you think I can read, no bitch I can't
(He can't read, he can't read, he can't read)
I can't read, bitch I can't read yeah
(He can't read, he can't read, he can't read)",I can't fuckin' read bitch you know I can't read,I can't fuckin' read bitch you know I can't read,I can't fuckin' read bitch you know,I can't fuckin' read bitch you know I can't read (,"Yeah you think I can read, no bitch I can't read"
313,4345086,"Try to fuck my bitch? You end up in the friend zone
You watch ya mouth or we gon' run up in ya dental
Tongue all in ya bitch because my taste expensive
King Kawizzle bout to pull up in the Benzo
Try to fuck my bitch? You end up in the friend zone
You watch ya mouth or we gon’ run up in ya dental
Tongue all in ya bitch because my taste expensive
King Kawizzle bout to pull up in the Benzo","Niggas talking shit though, lazy flow Kawizzle",you end up in the friend zone You watch ya mouth or we gon' run up in ya dental Tongue all in y,Try to fuck my bitch?,try to fuck my bitch? You end up in the friend zone . try to fuck my bitch? you end up in,Try to fuck my bitch? You end up in the friend
